id,species,scientific_name,observer,date,lat,lon,place_guess,image_url
288080127,American Bison,Bison bison,gtguy,2025-06-03,44.8286096684,-110.204939486,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/518027154/medium.jpg
288080125,American Bison,Bison bison,gtguy,2025-06-03,44.8747055556,-110.2095805556,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/518027088/medium.jpg
288080126,American Bison,Bison bison,gtguy,2025-06-03,44.8769222222,-110.2124416667,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/518026873/medium.jpg
288080123,American Bison,Bison bison,gtguy,2025-06-03,44.9034416667,-110.24565,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/518026722/medium.jpg
288080121,American Bison,Bison bison,gtguy,2025-06-03,44.9066972222,-110.2522277778,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/518025986/medium.jpg
288080174,American Bison,Bison bison,gtguy,2025-06-03,44.912425,-110.4056833333,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/518029602/medium.jpg
286899802,American Bison,Bison bison,djm,2025-06-03,44.8931940648,-110.2341099583,"Yellowstone National Park, Park County, US-WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/515802838/medium.jpg
286899796,American Bison,Bison bison,djm,2025-06-03,44.8968961262,-110.2418333603,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/515802783/medium.jpg
286899788,American Bison,Bison bison,djm,2025-06-03,44.9008895375,-110.2472831215,"Yellowstone National Park, Park County, US-WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/515802781/medium.jpg
286899688,American Bison,Bison bison,djm,2025-06-02,44.7347056795,-110.4932483618,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/515802450/medium.jpg
288068476,American Bison,Bison bison,gtguy,2025-06-02,44.6203216116,-110.4255874458,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/518002445/medium.jpg
288068474,American Bison,Bison bison,gtguy,2025-06-02,44.6198526136,-110.4248499869,"Park County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/518002379/medium.jpg
286937467,American Bison,Bison bison,martinontheroad,2025-06-02,44.5997261345,-110.5768449657,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/515894654/medium.jpg
286899417,American Bison,Bison bison,djm,2025-06-01,44.2072459456,-110.658157473,"Teton County, WY, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/515801837/medium.jpg
286145578,American Bison,Bison bison,djm,2025-06-01,44.6238333333,-110.431625,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/514383510/medium.jpg
285814712,American Bison,Bison bison,chloetlynn,2025-05-31,44.9137633333,-110.2689666667,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/513757107/medium.jpg
285814993,American Bison,Bison bison,chloetlynn,2025-05-31,44.9325912911,-110.3849425532,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/513757696/medium.jpg
287726394,American Bison,Bison bison,gtguy,2025-05-31,44.5830969535,-110.9075714334,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517363626/medium.jpg
287726393,American Bison,Bison bison,gtguy,2025-05-31,44.5482489036,-110.9092502212,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517362844/medium.jpg
287726392,American Bison,Bison bison,gtguy,2025-05-31,44.5179377449,-110.9434999027,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517362802/medium.jpg
287726388,American Bison,Bison bison,gtguy,2025-05-31,44.5069862052,-110.9223195258,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517362232/medium.jpg
287726387,American Bison,Bison bison,gtguy,2025-05-31,44.4182836705,-110.8686301082,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517361744/medium.jpg
287726386,American Bison,Bison bison,gtguy,2025-05-31,44.4146309293,-110.9617520737,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517361639/medium.jpg
287726382,American Bison,Bison bison,gtguy,2025-05-31,44.4987506189,-110.9383388011,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517361576/medium.jpg
287726381,American Bison,Bison bison,gtguy,2025-05-31,44.6904842402,-110.8738814383,United States,https://inaturalist-open-data.s3.amazonaws.com/photos/517361502/medium.jpg
285484813,American Bison,Bison bison,codydc,2025-05-30,44.6347299,-110.4478639,"Mammoth, WY 82190, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/513146954/medium.jpg
285472049,American Bison,Bison bison,saltycrab,2025-05-30,44.6230957,-110.4308968997,"Yellowstone National Park, Park County, US-WY, US",https://static.inaturalist.org/photos/513122015/medium.jpg
288658734,American Bison,Bison bison,spiderviking,2025-05-29,44.5707163275,-110.8170643592,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/519136851/medium.jpg
288658647,American Bison,Bison bison,spiderviking,2025-05-29,44.5706466008,-110.8177720275,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/519136652/medium.jpg
288658571,American Bison,Bison bison,spiderviking,2025-05-29,44.5712212115,-110.8176942046,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/519136473/medium.jpg
288658493,American Bison,Bison bison,spiderviking,2025-05-29,44.571057238,-110.8184815466,"Yellowstone National Park, Yellowstone National Park, WY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/519136317/medium.jpg
288639408,American Bison,Bison bison,aparicho,2025-05-29,44.9040866792,-110.2442796528,"Mammoth, Wyoming 82190, EE. UU.",https://inaturalist-open-data.s3.amazonaws.com/photos/519098326/medium.jpg
