id,species,scientific_name,observer,date,lat,lon,place_guess,image_url
252953714,Bald Eagle,Haliaeetus leucocephalus,thewoods0717,2024-11-10,45.7420466667,-108.7320633333,"Blue Marlin Ct, Billings, MT, US",https://static.inaturalist.org/photos/452858556/medium.jpeg
249522082,Bald Eagle,Haliaeetus leucocephalus,chase_m,2024-10-28,45.9970344489,-108.0036891802,"Yellowstone River, Pompeys Pillar, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/446075371/medium.jpeg
198093267,Bald Eagle,Haliaeetus leucocephalus,roseepollard,2024-01-30,45.7999833333,-108.587775,"Palm Dr, Billings, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/349063914/medium.jpg
195106390,Bald Eagle,Haliaeetus leucocephalus,jnschultz,2023-12-28,45.8089638737,-108.457905777,"Yellowstone River, Billings, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/343146609/medium.jpg
174177933,Bald Eagle,Haliaeetus leucocephalus,brandoncorder,2023-07-21,45.9953583333,-108.0056611167,"Pompeys Pillar, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/302567924/medium.jpg
171590011,Bald Eagle,Haliaeetus leucocephalus,bsoyka,2023-07-07,45.9426538016,-108.1541832943,"Canal Project Access Rd, Ballantine, MT, US",https://static.inaturalist.org/photos/297768602/medium.jpg
102253845,Bald Eagle,Haliaeetus leucocephalus,jdanielson,2021-11-26,45.74348,-108.44031,"Yellowstone County, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/170888182/medium.jpg
102018384,Bald Eagle,Haliaeetus leucocephalus,thewoods0717,2021-11-24,45.6735612896,-108.7704516749,"Montana, US",https://static.inaturalist.org/photos/170459140/medium.jpg
89807010,Bald Eagle,Haliaeetus leucocephalus,isaac_krone,2021-07-17,45.9955259833,-108.004766,"Yellowstone, Montana, Lewis and Clark National Historic Trail, United States",https://inaturalist-open-data.s3.amazonaws.com/photos/148342124/medium.jpg
70714055,Bald Eagle,Haliaeetus leucocephalus,hayleylester,2021-03-06,45.9944261964,-108.0036347777,"Yellowstone County, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/115007948/medium.jpeg
64756709,Bald Eagle,Haliaeetus leucocephalus,lemna,2020-02-27,45.8119506667,-108.6500015,"Yellowstone County, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/104164550/medium.jpg
36032825,Bald Eagle,Haliaeetus leucocephalus,lemna,2019-10-16,45.8176269444,-108.6447906389,"Yellowstone County, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/56905818/medium.jpg
24645608,Bald Eagle,Haliaeetus leucocephalus,jenniferwalker,2019-04-26,45.5510883333,-108.4232866667,"13500–13698 Pryor Rd, Billings, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/38108886/medium.jpg
21342120,Bald Eagle,Haliaeetus leucocephalus,taitsougstad,2019-03-17,45.7379827045,-108.5451952893,"Southwest Corridor, Billings, MT 59101, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/33007400/medium.jpeg
19042664,Bald Eagle,Haliaeetus leucocephalus,taitsougstad,2018-12-15,45.74882666,-108.62762974,"South 44th St W, Billings, MT 59106, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/29209037/medium.jpeg
16801453,Bald Eagle,Haliaeetus leucocephalus,taitsougstad,2018-09-22,45.74891904,-108.62612236,"1200 Shiloh Road, Billings, MT 59106, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/25364397/medium.jpeg
20925269,Bald Eagle,Haliaeetus leucocephalus,dalincman,2016-06-23,45.9913611,-107.9520501,"Pompeys Pillar, MT 59064, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/32295977/medium.jpeg
119837801,Bald Eagle,Haliaeetus leucocephalus,birdwhisperer,2015-07-21,46.1111582057,-108.883088627,"Yellowstone County, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/202628031/medium.jpg
229579298,Bald Eagle,Haliaeetus leucocephalus,xavierpiron,2015-03-02,45.6416648702,-108.8610662875,"Comté de Yellowstone, Montana, États-Unis",https://inaturalist-open-data.s3.amazonaws.com/photos/407520391/medium.jpg
41422598,Bald Eagle,Haliaeetus leucocephalus,natureali,2013-08-15,45.9957977333,-108.00394521,"Yellowstone County, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/65712031/medium.jpg
